absorbance_1	absorbance_2	absorbance_3	absorbance_4	absorbance_5	absorbance_6	absorbance_7	absorbance_8	absorbance_9	absorbance_10	absorbance_11	absorbance_12	absorbance_13	absorbance_14	absorbance_15	absorbance_16	absorbance_17	absorbance_18	absorbance_19	absorbance_20	absorbance_21	absorbance_22	absorbance_23	absorbance_24	absorbance_25	absorbance_26	absorbance_27	absorbance_28	absorbance_29	absorbance_30	absorbance_31	absorbance_32	absorbance_33	absorbance_34	absorbance_35	absorbance_36	absorbance_37	absorbance_38	absorbance_39	absorbance_40	absorbance_41	absorbance_42	absorbance_43	absorbance_44	absorbance_45	absorbance_46	absorbance_47	absorbance_48	absorbance_49	absorbance_50	absorbance_51	absorbance_52	absorbance_53	absorbance_54	absorbance_55	absorbance_56	absorbance_57	absorbance_58	absorbance_59	absorbance_60	absorbance_61	absorbance_62	absorbance_63	absorbance_64	absorbance_65	absorbance_66	absorbance_67	absorbance_68	absorbance_69	absorbance_70	absorbance_71	absorbance_72	absorbance_73	absorbance_74	absorbance_75	absorbance_76	absorbance_77	absorbance_78	absorbance_79	absorbance_80	absorbance_81	absorbance_82	absorbance_83	absorbance_84	absorbance_85	absorbance_86	absorbance_87	absorbance_88	absorbance_89	absorbance_90	absorbance_91	absorbance_92	absorbance_93	absorbance_94	absorbance_95	absorbance_96	absorbance_97	absorbance_98	absorbance_99	absorbance_100	principal_component_1	principal_component_2	principal_component_3	principal_component_4	principal_component_5	principal_component_6	principal_component_7	principal_component_8	principal_component_9	principal_component_10	principal_component_11	principal_component_12	principal_component_13	principal_component_14	principal_component_15	principal_component_16	principal_component_17	principal_component_18	principal_component_19	principal_component_20	principal_component_21	principal_component_22	moisture	protein	target
2.617759943008423	2.6181399822235107	2.6185901165008545	2.619119882583618	2.619810104370117	2.6207098960876465	2.6218600273132324	2.623339891433716	2.625109910964966	2.6272199153900146	2.6296401023864746	2.6324501037597656	2.6356499195098877	2.6393299102783203	2.6435298919677734	2.648250102996826	2.6535000801086426	2.659369945526123	2.6658499240875244	2.6728100776672363	2.680079936981201	2.6873300075531006	2.694269895553589	2.700730085372925	2.7068400382995605	2.7128100395202637	2.71914005279541	2.7262799739837646	2.7346200942993164	2.7441599369049072	2.75465989112854	2.7656800746917725	2.776789903640747	2.787899971008301	2.799489974975586	2.8122498989105225	2.8270599842071533	2.843559980392456	2.8610599040985107	2.878570079803467	2.894969940185547	2.9092400074005127	2.9208500385284424	2.930150032043457	2.938460111618042	2.9477100372314453	2.9601900577545166	2.9783101081848145	3.0030601024627686	3.035059928894043	3.074280023574829	3.1196300983428955	3.16867995262146	3.217710018157959	3.262540102005005	3.299880027770996	3.32846999168396	3.348989963531494	3.363420009613037	3.3737900257110596	3.3815200328826904	3.3874099254608154	3.3916399478912354	3.3941800594329834	3.39490008354187	3.393660068511963	3.3904500007629395	3.3854100704193115	3.378690004348755	3.3704099655151367	3.360729932785034	3.349790096282959	3.3376901149749756	3.324429988861084	3.3101298809051514	3.294869899749756	3.278909921646118	3.262320041656494	3.245419979095459	3.2282800674438477	3.2107999324798584	3.1928699016571045	3.174329996109009	3.1550300121307373	3.1347498893737793	3.1133899688720703	3.0911600589752197	3.06850004196167	3.045959949493408	3.023930072784424	3.002470016479492	2.981450080871582	2.9607200622558594	2.9401299953460693	2.9197800159454346	2.899660110473633	2.8796401023864746	2.859600067138672	2.839400053024292	2.819200038909912	-0.4302999973297119	-0.45863398909568787	-0.4170660078525543	0.32287999987602234	1.5514899492263794	-1.387850046157837	1.625	-0.22735700011253357	-0.4715679883956909	-0.1078139990568161	-0.2721230089664459	0.8894330263137817	0.15116700530052185	0.5449680089950562	0.2960290014743805	0.23387600481510162	0.8996610045433044	-0.042006198316812515	0.7087169885635376	-0.25417301058769226	-0.3915790021419525	-0.4193130135536194	60.5	16.700000762939453	22.5
2.8345398902893066	2.838710069656372	2.842829942703247	2.8470499515533447	2.8513801097869873	2.855870008468628	2.860599994659424	2.8656599521636963	2.8709299564361572	2.876610040664673	2.8826398849487305	2.888979911804199	2.8957700729370117	2.9030799865722656	2.9109699726104736	2.919529914855957	2.928730010986328	2.9386301040649414	2.9492900371551514	2.9607200622558594	2.97271990776062	2.9849300384521484	2.9969000816345215	3.0083301067352295	3.019200086593628	3.029900074005127	3.0410099029541016	3.053450107574463	3.067770004272461	3.084160089492798	3.10221004486084	3.1210598945617676	3.1398301124572754	3.158099889755249	3.176229953765869	3.195189952850342	3.2158401012420654	3.2374699115753174	3.25888991355896	3.2783501148223877	3.293839931488037	3.3036201000213623	3.306809902191162	3.3039300441741943	3.296999931335449	3.289249897003174	3.284090042114258	3.2850499153137207	3.293260097503662	3.309230089187622	3.332669973373413	3.3625099658966064	3.3966100215911865	3.431879997253418	3.4649200439453125	3.492949962615967	3.514580011367798	3.5300400257110596	3.5406699180603027	3.5479700565338135	3.5530600547790527	3.5567500591278076	3.5592100620269775	3.5604500770568848	3.56033992767334	3.558759927749634	3.5557100772857666	3.5513200759887695	3.5458500385284424	3.5394999980926514	3.5323500633239746	3.5244200229644775	3.5158300399780273	3.5066800117492676	3.496999979019165	3.486829996109009	3.47625994682312	3.465519905090332	3.455009937286377	3.444809913635254	3.434770107269287	3.424649953842163	3.4141900539398193	3.4030299186706543	3.390820026397705	3.377310037612915	3.362649917602539	3.347450017929077	3.3324499130249023	3.3181800842285156	3.30472993850708	3.2918601036071777	3.279210090637207	3.266550064086914	3.253690004348755	3.240449905395508	3.2265899181365967	3.2118101119995117	3.196000099182129	3.179419994354248	0.10524299740791321	0.6202970147132874	-2.3084499835968018	-0.05176699906587601	0.43054500222206116	-0.08396010100841522	0.3711070120334625	1.2559900283813477	-0.2872929871082306	-0.8803550004959106	-1.3094199895858765	-0.29830801486968994	-1.5320600271224976	0.37473198771476746	-0.4549590051174164	-0.1959799975156784	-0.046358898282051086	-0.6349959969520569	-0.35440298914909363	0.014650399796664715	0.26954200863838196	0.09669219702482224	46.0	13.5	40.099998474121094
2.5828399658203125	2.5845799446105957	2.586289882659912	2.5880799293518066	2.5899600982666016	2.5919198989868164	2.5940101146698	2.5962700843811035	2.5987300872802734	2.6013100147247314	2.604140043258667	2.607140064239502	2.610290050506592	2.613610029220581	2.617140054702759	2.620889902114868	2.6248600482940674	2.6290900707244873	2.6336100101470947	2.638350009918213	2.6433000564575195	2.6483800411224365	2.6535398960113525	2.6586999893188477	2.663749933242798	2.668800115585327	2.673830032348633	2.678920030593872	2.684109926223755	2.6893699169158936	2.694700002670288	2.700119972229004	2.70563006401062	2.7114100456237793	2.717750072479248	2.724900007247925	2.7334399223327637	2.743269920349121	2.7543299198150635	2.7664198875427246	2.7793099880218506	2.792720079421997	2.806489944458008	2.8206400871276855	2.8354101181030273	2.851210117340088	2.868720054626465	2.889050006866455	2.9128899574279785	2.940880060195923	2.973249912261963	3.009459972381592	3.047800064086914	3.0855400562286377	3.1194698810577393	3.1469600200653076	3.1667699813842773	3.179379940032959	3.186310052871704	3.189239978790283	3.189500093460083	3.1880099773406982	3.1849799156188965	3.180389881134033	3.174109935760498	3.166110038757324	3.156409978866577	3.1451199054718018	3.1324100494384766	3.1184298992156982	3.10329008102417	3.0871400833129883	3.0701398849487305	3.052370071411133	3.0339300632476807	3.0150399208068848	2.995690107345581	2.9761199951171875	2.9564199447631836	2.9365999698638916	2.916670083999634	2.896549940109253	2.8762199878692627	2.8556299209594727	2.834739923477173	2.813610076904297	2.7923500537872314	2.771130084991455	2.750149965286255	2.729559898376465	2.7093400955200195	2.6895101070404053	2.6700899600982666	2.6511199474334717	2.632620096206665	2.614609956741333	2.597179889678955	2.5803399085998535	2.564039945602417	2.5481600761413574	-0.7461640238761902	1.327239990234375	0.4261449873447418	-0.6654180288314819	-1.1658600568771362	0.9755769968032837	-0.40229400992393494	0.45628300309181213	-0.11255600303411484	-0.19739499688148499	0.37148600816726685	-0.33906298875808716	0.7913519740104675	0.6734039783477783	0.6281660199165344	0.7954660058021545	0.7622460126876831	-1.2685799598693848	0.6905879974365234	-0.7855920195579529	-0.6712369918823242	-0.7102900147438049	71.0	20.5	8.399999618530273
2.8228600025177	2.8245999813079834	2.8262999057769775	2.8281400203704834	2.830009937286377	2.8319199085235596	2.8339200019836426	2.836060047149658	2.8384199142456055	2.840970039367676	2.8437399864196777	2.846640110015869	2.84975004196167	2.853070020675659	2.856610059738159	2.860379934310913	2.864370107650757	2.8685998916625977	2.873080015182495	2.877890110015869	2.883009910583496	2.888319969177246	2.893739938735962	2.899169921875	2.9045701026916504	2.909909963607788	2.915210008621216	2.9204299449920654	2.925649881362915	2.9308199882507324	2.936039924621582	2.941279888153076	2.946579933166504	2.9520199298858643	2.9577701091766357	2.9641900062561035	2.971590042114258	2.980449914932251	2.9909000396728516	3.002840042114258	3.0161099433898926	3.030479907989502	3.045789957046509	3.0619399547576904	3.078890085220337	3.096859931945801	3.1162900924682617	3.1377499103546143	3.162169933319092	3.1906800270080566	3.223759889602661	3.2617199420928955	3.3037900924682617	3.3479299545288086	3.390929937362671	3.4291999340057373	3.459980010986328	3.4822700023651123	3.4968700408935547	3.505579948425293	3.5102601051330566	3.512209892272949	3.5121500492095947	3.5103600025177	3.5068199634552	3.5013999938964844	3.4939799308776855	3.484570026397705	3.473330020904541	3.4604101181030273	3.4459500312805176	3.4300498962402344	3.4128499031066895	3.3945000171661377	3.375109910964966	3.3548200130462646	3.3337600231170654	3.312040090560913	3.2898600101470947	3.2672998905181885	3.244420051574707	3.221169948577881	3.1975700855255127	3.173569917678833	3.1491498947143555	3.1242899894714355	3.0990800857543945	3.073659896850586	3.0482499599456787	3.0230801105499268	2.998199939727783	2.97367000579834	2.949510097503662	2.92576003074646	2.902509927749634	2.879879951477051	2.8579399585723877	2.8367199897766113	2.8161699771881104	2.796220064163208	-0.19933700561523438	1.017359972000122	1.1485400199890137	0.09344519674777985	1.9143199920654297	-2.167140007019043	-1.47406005859375	-1.7036700248718262	1.4285500049591064	1.363919973373413	-0.9362390041351318	1.7139099836349487	-0.845084011554718	0.6380090117454529	0.28185299038887024	0.6165000200271606	-0.3886840045452118	-2.068389892578125	1.2761600017547607	-0.2594369947910309	-0.1402059942483902	-0.16596299409866333	72.80000305175781	20.700000762939453	5.900000095367432
2.788130044937134	2.7898900508880615	2.791670083999634	2.7934999465942383	2.795380115509033	2.7974600791931152	2.799839973449707	2.8025400638580322	2.805530071258545	2.8089001178741455	2.8127200603485107	2.817039966583252	2.8218400478363037	2.8271000385284424	2.832940101623535	2.839449882507324	2.846640110015869	2.8545799255371094	2.8633100986480713	2.87280011177063	2.8829100131988525	2.8933498859405518	2.9037399291992188	2.913710117340088	2.9230499267578125	2.9318699836730957	2.9405999183654785	2.949860095977783	2.9603500366210938	2.972409963607788	2.9860599040985107	3.000969886779785	3.0165200233459473	3.0322000980377197	3.0479300022125244	3.0641300678253174	3.0815300941467285	3.1007800102233887	3.12185001373291	3.143709897994995	3.16510009765625	3.1847000122070312	3.2014000415802	3.2147700786590576	3.22544002532959	3.2350499629974365	3.2458600997924805	3.260270118713379	3.280630111694336	3.3088901042938232	3.3454298973083496	3.3901898860931396	3.4419798851013184	3.497999906539917	3.554069995880127	3.605340003967285	3.647890090942383	3.680109977722168	3.7027199268341064	3.7181499004364014	3.7286300659179688	3.7357399463653564	3.7405900955200195	3.74357008934021	3.744529962539673	3.7433600425720215	3.7399098873138428	3.734179973602295	3.7263801097869873	3.7167599201202393	3.7055299282073975	3.692889928817749	3.678999900817871	3.6639599800109863	3.6478500366210938	3.630850076675415	3.6130499839782715	3.594630002975464	3.575819969177246	3.556950092315674	3.5379600524902344	3.5188000202178955	3.4993600845336914	3.479379892349243	3.4586899280548096	3.43710994720459	3.4145801067352295	3.3912899494171143	3.367719888687134	3.3445000648498535	3.322010040283203	3.3002500534057617	3.2790699005126953	3.258310079574585	3.237839937210083	3.2176499366760254	3.197659969329834	3.1777000427246094	3.1577000617980957	3.1375300884246826	0.12386299669742584	-1.2080899477005005	-0.29556500911712646	0.12557199597358704	1.5291999578475952	-1.5621299743652344	-3.3660900592803955	0.08940800279378891	-0.1359879970550537	1.8150899410247803	0.9738940000534058	1.5159200429916382	0.6600000262260437	0.06087210029363632	0.7035800218582153	-1.0955400466918945	-1.348449945449829	0.453559011220932	0.4026240110397339	0.03130690008401871	0.021823599934577942	0.14577700197696686	58.29999923706055	15.5	25.5
3.009929895401001	3.015399932861328	3.020859956741333	3.0263400077819824	3.031899929046631	3.037559986114502	3.043410062789917	3.0495500564575195	3.055989980697632	3.0627400875091553	3.069819927215576	3.077239990234375	3.0851099491119385	3.0934300422668457	3.1023099422454834	3.1118500232696533	3.1220500469207764	3.1329400539398193	3.1445701122283936	3.1570301055908203	3.170380115509033	3.1842899322509766	3.1984000205993652	3.212249994277954	3.225519895553589	3.2382700443267822	3.250839948654175	3.263930082321167	3.278510093688965	3.295140027999878	3.31400990486145	3.3345799446105957	3.355910062789917	3.3770899772644043	3.3977200984954834	3.4182798862457275	3.439739942550659	3.462660074234009	3.4866299629211426	3.5100200176239014	3.530869960784912	3.547110080718994	3.556989908218384	3.5598599910736084	3.5565600395202637	3.549370050430298	3.5416901111602783	3.5369200706481934	3.5382299423217773	3.547600030899048	3.565119981765747	3.5904300212860107	3.6222898960113525	3.6582999229431152	3.6951498985290527	3.7293200492858887	3.7580299377441406	3.7800300121307373	3.795599937438965	3.8061399459838867	3.8131299018859863	3.817739963531494	3.8207900524139404	3.822580099105835	3.823009967803955	3.8220601081848145	3.8195900917053223	3.815570116043091	3.8102099895477295	3.8037500381469727	3.796420097351074	3.7883501052856445	3.7795801162719727	3.770240068435669	3.7604000568389893	3.7500500679016113	3.7392899990081787	3.7283101081848145	3.7173800468444824	3.7068099975585938	3.6966400146484375	3.6865899562835693	3.676490068435669	3.666110038757324	3.6550300121307373	3.6428298950195312	3.629379987716675	3.6148300170898438	3.599900007247925	3.5853500366210938	3.5716300010681152	3.558769941329956	3.5465099811553955	3.5344200134277344	3.522209882736206	3.5097200870513916	3.4968199729919434	3.4832499027252197	3.4686999320983887	3.4530699253082275	0.5764819979667664	0.3899250030517578	-2.388969898223877	0.1528639942407608	0.5796650052070618	0.12487199902534485	-3.0766100883483887	5.191740036010742	-1.0053499937057495	0.3605920076370239	-0.03505630046129227	0.644681990146637	0.746999979019165	-1.3194500207901	0.5087460279464722	-1.062250018119812	-0.33589500188827515	1.34483003616333	-0.6559330224990845	0.33205699920654297	0.15210400521755219	0.6043819785118103	44.0	13.699999809265137	42.70000076293945
2.9889299869537354	2.994349956512451	2.999799966812134	3.0053999423980713	3.011169910430908	3.017159938812256	3.023469924926758	3.030139923095703	3.0370800495147705	3.044450044631958	3.0521299839019775	3.0603199005126953	3.0690500736236572	3.0784099102020264	3.0884599685668945	3.099179983139038	3.1105899810791016	3.122649908065796	3.13565993309021	3.149359941482544	3.1633100509643555	3.176949977874756	3.1900100708007812	3.2025599479675293	3.2149600982666016	3.2278800010681152	3.2419700622558594	3.258120059967041	3.276520013809204	3.296610116958618	3.317460060119629	3.3382198810577393	3.358570098876953	3.3788199424743652	3.399709939956665	3.4218900203704834	3.4451100826263428	3.468139886856079	3.4888699054718018	3.505189895629883	3.515429973602295	3.518850088119507	3.5161900520324707	3.5097200870513916	3.5025899410247803	3.4980199337005615	3.4987499713897705	3.5065300464630127	3.522749900817871	3.5467700958251953	3.5773699283599854	3.6124401092529297	3.6486899852752686	3.682620048522949	3.7113900184631348	3.733599901199341	3.7494699954986572	3.7602200508117676	3.7673099040985107	3.772059917449951	3.7751100063323975	3.7766599655151367	3.7769598960876465	3.77593994140625	3.7734599113464355	3.7695300579071045	3.7642600536346436	3.7578699588775635	3.7505500316619873	3.7424299716949463	3.733680009841919	3.7244200706481934	3.714750051498413	3.704629898071289	3.6940600872039795	3.683180093765259	3.672290086746216	3.661750078201294	3.651599884033203	3.6417300701141357	3.6319100856781006	3.621769905090332	3.611020088195801	3.599289894104004	3.5864200592041016	3.5724899768829346	3.558029890060425	3.543750047683716	3.53016996383667	3.517469882965088	3.5054399967193604	3.493720054626465	3.4819700717926025	3.4699599742889404	3.4575600624084473	3.4445600509643555	3.4307000637054443	3.41582989692688	3.4001801013946533	3.3841500282287598	0.5106499791145325	0.76978999376297	-2.150520086288452	-0.4689350128173828	-1.9412800073623657	1.5993200540542603	2.788170099258423	-2.0917699337005615	3.5734400749206543	1.7033400535583496	-2.158979892730713	1.039389967918396	-0.24579499661922455	0.5712109804153442	0.22684599459171295	-0.8193479776382446	1.4325599670410156	2.540709972381592	1.0144100189208984	0.32966798543930054	0.09492380172014236	0.556410014629364	44.0	13.699999809265137	42.70000076293945
2.525820016860962	2.5266499519348145	2.5275800228118896	2.528439998626709	2.529439926147461	2.5305700302124023	2.531869888305664	2.5333900451660156	2.5351600646972656	2.537100076675415	2.539370059967041	2.5419299602508545	2.5447099208831787	2.547760009765625	2.5511200428009033	2.5547900199890137	2.558809995651245	2.5632100105285645	2.568079948425293	2.573280096054077	2.578749895095825	2.584359884262085	2.589940071105957	2.5953900814056396	2.6006898880004883	2.605910062789917	2.6111900806427	2.6166601181030273	2.622459888458252	2.628580093383789	2.6350200176239014	2.6417200565338135	2.6486101150512695	2.655790090560913	2.6635000705718994	2.672379970550537	2.68287992477417	2.6951100826263428	2.7090001106262207	2.7243199348449707	2.7407100200653076	2.7577600479125977	2.775160074234009	2.7927401065826416	2.8108301162719727	2.83024001121521	2.8518900871276855	2.876810073852539	2.9059600830078125	2.9402201175689697	2.9801299571990967	3.0255699157714844	3.0753300189971924	3.1268301010131836	3.1763501167297363	3.219749927520752	3.2532200813293457	3.2775399684906006	3.294379949569702	3.30580997467041	3.313570022583008	3.3187499046325684	3.3219799995422363	3.323460102081299	3.3231201171875	3.320849895477295	3.316499948501587	3.3101000785827637	3.3017499446868896	3.291569948196411	3.2798900604248047	3.2668800354003906	3.2525699138641357	3.2370901107788086	3.220560073852539	3.203119993209839	3.184969902038574	3.1662299633026123	3.1470398902893066	3.127530097961426	3.107680082321167	3.0875000953674316	3.066970109939575	3.0459799766540527	3.024519920349121	3.0024900436401367	2.9799399375915527	2.9570300579071045	2.9340600967407227	2.911329984664917	2.8890299797058105	2.8671998977661133	2.845720052719116	2.824579954147339	2.803879976272583	2.783720016479492	2.7641499042510986	2.745150089263916	2.726710081100464	2.7087600231170654	-0.6337460279464722	-0.7349879741668701	0.12671299278736115	0.533676028251648	0.47964799404144287	-1.1924899816513062	-0.9883729815483093	-1.09375	-0.17921599745750427	2.011960029602051	0.3566890060901642	0.8919060230255127	-0.5037909746170044	1.1255899667739868	0.5259609818458557	1.5626599788665771	0.16177800297737122	1.672279953956604	-0.11229799687862396	-0.6938369870185852	-0.6261240243911743	-0.6072869896888733	69.30000305175781	19.299999237060547	10.600000381469727
3.273360013961792	3.2799599170684814	3.2864599227905273	3.2929999828338623	3.299560070037842	3.306269884109497	3.3131000995635986	3.3200600147247314	3.327270030975342	3.3347198963165283	3.3424301147460938	3.3503499031066895	3.3584699630737305	3.3668999671936035	3.37568998336792	3.384850025177002	3.3944199085235596	3.404439926147461	3.414910078048706	3.4258599281311035	3.437190055847168	3.4486300945281982	3.4599099159240723	3.4708900451660156	3.4814798831939697	3.4917800426483154	3.5021400451660156	3.5129599571228027	3.5245399475097656	3.536910057067871	3.549910068511963	3.5632998943328857	3.5768001079559326	3.5902600288391113	3.603909969329834	3.6184499263763428	3.6344199180603027	3.651940107345581	3.6706600189208984	3.6899399757385254	3.709009885787964	3.7270898818969727	3.743530035018921	3.758229970932007	3.7718400955200195	3.7859599590301514	3.8024799823760986	3.8229799270629883	3.8487000465393066	3.880660057067871	3.919409990310669	3.9647600650787354	4.01540994644165	4.068620204925537	4.120259761810303	4.166039943695068	4.20182991027832	4.228189945220947	4.246880054473877	4.259920120239258	4.269050121307373	4.275450229644775	4.279799938201904	4.2823100090026855	4.282939910888672	4.281509876251221	4.277919769287109	4.272160053253174	4.264279842376709	4.254429817199707	4.243030071258545	4.230309963226318	4.216320037841797	4.201169967651367	4.184889793395996	4.16765022277832	4.149580001831055	4.130859851837158	4.111770153045654	4.092480182647705	4.072909832000732	4.053020000457764	4.032670021057129	4.011760234832764	3.990190029144287	3.967789888381958	3.9445600509643555	3.9206700325012207	3.896559953689575	3.8725900650024414	3.8491599559783936	3.826200008392334	3.8035500049591064	3.781179904937744	3.7589900493621826	3.7370901107788086	3.7154300212860107	3.6939499378204346	3.6725900173187256	3.6512699127197266	1.196810007095337	-0.3613100051879883	0.33614298701286316	0.9175570011138916	0.5469440221786499	-2.263079881668091	-1.0821900367736816	-1.3593599796295166	-0.5929660201072693	0.962378978729248	-0.6261320114135742	1.8807899951934814	-0.5405330061912537	-1.3411699533462524	-1.127210021018982	-0.07789339870214462	-0.9491639733314514	3.952199935913086	-2.344899892807007	1.128600001335144	0.8410030007362366	1.237339973449707	61.400001525878906	17.700000762939453	19.899999618530273
3.39805006980896	3.4053900241851807	3.412709951400757	3.4200100898742676	3.4273500442504883	3.4347898960113525	3.4424500465393066	3.450350046157837	3.4583799839019775	3.4666500091552734	3.4751100540161133	3.4838500022888184	3.4929399490356445	3.502350091934204	3.512120008468628	3.5223000049591064	3.5328900814056396	3.5439400672912598	3.555449962615967	3.5675699710845947	3.5799999237060547	3.5923500061035156	3.604340076446533	3.6158900260925293	3.627150058746338	3.6383800506591797	3.6498100757598877	3.661760091781616	3.6745500564575195	3.688420057296753	3.702860116958618	3.717410087585449	3.731839895248413	3.7464001178741455	3.7617199420928955	3.7783899307250977	3.7967000007629395	3.816509962081909	3.8371500968933105	3.8577001094818115	3.8770999908447266	3.8945798873901367	3.910290002822876	3.924920082092285	3.940030097961426	3.95740008354187	3.978869915008545	4.006030082702637	4.040030002593994	4.081510066986084	4.130199909210205	4.1845197677612305	4.241360187530518	4.295690059661865	4.342400074005127	4.379059791564941	4.405920028686523	4.424950122833252	4.438459873199463	4.448379993438721	4.455570220947266	4.4604997634887695	4.463409900665283	4.464210033416748	4.4627299308776855	4.458869934082031	4.452760219573975	4.444610118865967	4.434609889984131	4.422999858856201	4.409689903259277	4.394999980926514	4.378870010375977	4.361820220947266	4.343850135803223	4.324920177459717	4.305349826812744	4.285329818725586	4.265100002288818	4.24459981918335	4.22353982925415	4.201849937438965	4.179419994354248	4.156060218811035	4.131740093231201	4.10660982131958	4.08105993270874	4.0555901527404785	4.030519962310791	4.005970001220703	3.9817299842834473	3.957789897918701	3.934070110321045	3.9105899333953857	3.887279987335205	3.8641300201416016	3.8410699367523193	3.8181099891662598	3.7953100204467773	3.7726199626922607	1.5088399648666382	-0.2667590081691742	0.947242021560669	0.28288498520851135	-1.604490041732788	-0.31231001019477844	2.463320016860962	-0.2584550082683563	0.5645139813423157	-0.25067999958992004	-0.8374509811401367	-0.3587549924850464	3.2609200477600098	-2.6833701133728027	-0.4638260006904602	-2.093780040740967	-1.4404499530792236	0.6762300133705139	-0.9999799728393555	1.7207599878311157	1.2640700340270996	1.497380018234253	61.400001525878906	17.700000762939453	19.899999618530273
